Class; Value; Class start; Class end;
680;0;1171.748938382057;1173.474636376728;
681;0;1173.474636376728;1175.200334371400;
682;0;1175.200334371400;1176.926032366071;
683;0;1176.926032366071;1178.651730360743;
684;0;1178.651730360743;1180.377428355415;
685;0;1180.377428355415;1182.103126350087;
686;0;1182.103126350087;1183.828824344758;
687;0;1183.828824344758;1185.554522339430;
688;0;1185.554522339430;1187.280220334101;
689;0;1187.280220334101;1189.005918328773;
690;0;1189.005918328773;1190.731616323445;
691;0;1190.731616323445;1192.457314318116;
692;0;1192.457314318116;1194.183012312788;
693;0;1194.183012312788;1195.908710307460;
694;0;1195.908710307460;1197.634408302132;
695;0;1197.634408302131;1199.360106296803;
696;0;1199.360106296803;1201.085804291475;
697;0;1201.085804291475;1202.811502286146;
698;0;1202.811502286146;1204.537200280818;
699;0;1204.537200280818;1206.262898275490;
700;0;1206.262898275490;1207.988596270161;
701;0;1207.988596270161;1209.714294264833;
702;0;1209.714294264833;1211.439992259505;
703;0;1211.439992259505;1213.165690254176;
704;0;1213.165690254176;1214.891388248848;
705;0;1214.891388248848;1216.617086243520;
706;0;1216.617086243520;1218.342784238191;
707;0;1218.342784238191;1220.068482232863;
708;0;1220.068482232863;1221.794180227535;
709;0;1221.794180227535;1223.519878222206;
710;0;1223.519878222206;1225.245576216878;
711;0;1225.245576216878;1226.971274211550;
712;0;1226.971274211550;1228.696972206221;
713;0;1228.696972206221;1230.422670200893;
714;0;1230.422670200893;1232.148368195565;
